SN	Pad-value	Protein name (Annotation)
3549	0.293356	>gi|21244339|ref|NP_643921.1| 6-pyruvoyl tetrahydrobiopterin synthase [Xanthomonas axonopodis pv. citri str. 306]
3550	0.397459	>gi|21244340|ref|NP_643922.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3551	0.228496	>gi|21244341|ref|NP_643923.1| dethiobiotin synthetase [Xanthomonas axonopodis pv. citri str. 306]
3552	0.332299	>gi|21244342|ref|NP_643924.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3553	0.284853	>gi|21244343|ref|NP_643925.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3554	0.283882	>gi|21244344|ref|NP_643926.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3555	0.537074	>gi|21244345|ref|NP_643927.1| siderophore receptor protein [Xanthomonas axonopodis pv. citri str. 306]
3556	0.157440	>gi|21244346|ref|NP_643928.1| phosphoglycolate phosphatase [Xanthomonas axonopodis pv. citri str. 306]
3557	0.127318	>gi|21244347|ref|NP_643929.1| DNA polymerase IV [Xanthomonas axonopodis pv. citri str. 306]
3558	0.160603	>gi|21244348|ref|NP_643930.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3559	0.200127	>gi|21244349|ref|NP_643931.1| beta-hydroxydecanoyl-ACP dehydratase [Xanthomonas axonopodis pv. citri str. 306]
3560	0.389240	>gi|21244350|ref|NP_643932.1| beta-ketoacyl-[ACP] synthase I [Xanthomonas axonopodis pv. citri str. 306]
3561	0.875738	>gi|21244351|ref|NP_643933.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3562	0.202016	>gi|21244352|ref|NP_643934.1| oligopeptidase A [Xanthomonas axonopodis pv. citri str. 306]
3563	0.288635	>gi|21244353|ref|NP_643935.1| cysteine synthase [Xanthomonas axonopodis pv. citri str. 306]
3564	0.513354	>gi|21244354|ref|NP_643936.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3565	0.127306	>gi|21244355|ref|NP_643937.1| copper resistance protein A precursor [Xanthomonas axonopodis pv. citri str. 306]
3566	0.172136	>gi|21244356|ref|NP_643938.1| copper resistance protein B precursor [Xanthomonas axonopodis pv. citri str. 306]
3567	0.241664	>gi|21244357|ref|NP_643939.1| lactoylglutathione lyase [Xanthomonas axonopodis pv. citri str. 306]
3568	0.806314	>gi|21244358|ref|NP_643940.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3569	0.439894	>gi|21244359|ref|NP_643941.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3570	0.604570	>gi|21244360|ref|NP_643942.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3571	0.210157	>gi|21244361|ref|NP_643943.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3572	0.136284	>gi|21244362|ref|NP_643944.1| glucosamine-fructose-6-phosphate aminotransferase [Xanthomonas axonopodis pv. citri str. 306]
3573	0.277485	>gi|21244363|ref|NP_643945.1| ABC transporter permease [Xanthomonas axonopodis pv. citri str. 306]
3574	0.156892	>gi|21244364|ref|NP_643946.1| ABC transporter ATP-binding protein [Xanthomonas axonopodis pv. citri str. 306]
3575	0.306186	>gi|21244365|ref|NP_643947.1| ABC transporter ATP-binding protein [Xanthomonas axonopodis pv. citri str. 306]
3576	0.336329	>gi|21244366|ref|NP_643948.1| ABC transporter permease [Xanthomonas axonopodis pv. citri str. 306]
3577	0.695302	>gi|21244367|ref|NP_643949.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3578	0.106497	>gi|21244368|ref|NP_643950.1| histidine kinase-response regulator hybrid protein [Xanthomonas axonopodis pv. citri str. 306]
3579	0.378240	>gi|21244369|ref|NP_643951.1| UDP-N-acetylglucosamine pyrophosphorylase [Xanthomonas axonopodis pv. citri str. 306]
3580	0.368598	>gi|21244370|ref|NP_643952.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3581	0.077038	>gi|21244371|ref|NP_643953.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3582	0.299111	>gi|21244372|ref|NP_643954.1| chorismate mutase; prephenate dehydratase [Xanthomonas axonopodis pv. citri str. 306]
3583	0.245651	>gi|21244373|ref|NP_643955.1| ATP synthase epsilon chain [Xanthomonas axonopodis pv. citri str. 306]
3584	0.149350	>gi|21244374|ref|NP_643956.1| ATP synthase beta chain [Xanthomonas axonopodis pv. citri str. 306]
3585	0.255243	>gi|21244375|ref|NP_643957.1| ATP synthase gamma chain [Xanthomonas axonopodis pv. citri str. 306]
3586	0.147747	>gi|21244376|ref|NP_643958.1| ATP synthase alpha chain [Xanthomonas axonopodis pv. citri str. 306]
3587	0.412084	>gi|21244377|ref|NP_643959.1| ATP synthase delta chain [Xanthomonas axonopodis pv. citri str. 306]
3588	0.328532	>gi|21244378|ref|NP_643960.1| ATP synthase B chain [Xanthomonas axonopodis pv. citri str. 306]
3589	0.464050	>gi|21244379|ref|NP_643961.1| ATP synthase C chain [Xanthomonas axonopodis pv. citri str. 306]
3590	0.347151	>gi|21244380|ref|NP_643962.1| ATP synthase A chain [Xanthomonas axonopodis pv. citri str. 306]
3591	0.303139	>gi|21244381|ref|NP_643963.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3592	0.344900	>gi|21244382|ref|NP_643964.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3593	0.414404	>gi|21244383|ref|NP_643965.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3594	0.249343	>gi|21244384|ref|NP_643966.1| dihydrolipoamide dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
3595	0.619092	>gi|21244385|ref|NP_643967.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3596	0.366200	>gi|21244386|ref|NP_643968.1| dihydrolipoamide acetyltranferase [Xanthomonas axonopodis pv. citri str. 306]
3597	0.198376	>gi|21244387|ref|NP_643969.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3598	0.265435	>gi|21244388|ref|NP_643970.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3599	0.742572	>gi|21244389|ref|NP_643971.1| outer membrane protein [Xanthomonas axonopodis pv. citri str. 306]
3600	0.253645	>gi|21244390|ref|NP_643972.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3601	0.183013	>gi|21244391|ref|NP_643973.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3602	0.389054	>gi|21244392|ref|NP_643974.1| outer membrane protein [Xanthomonas axonopodis pv. citri str. 306]
3603	0.251372	>gi|21244393|ref|NP_643975.1| ABC transporter permease [Xanthomonas axonopodis pv. citri str. 306]
3604	0.105232	>gi|21244394|ref|NP_643976.1| ABC transporter ATP-binding protein [Xanthomonas axonopodis pv. citri str. 306]
3605	0.233860	>gi|21244395|ref|NP_643977.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3606	0.253697	>gi|21244396|ref|NP_643978.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3607	0.507904	>gi|21244397|ref|NP_643979.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3608	0.281169	>gi|21244398|ref|NP_643980.1| histidine kinase [Xanthomonas axonopodis pv. citri str. 306]
3609	0.357255	>gi|21244399|ref|NP_643981.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3610	0.166101	>gi|21244400|ref|NP_643982.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3611	0.312943	>gi|21244401|ref|NP_643983.1| oxidoreductase [Xanthomonas axonopodis pv. citri str. 306]
3612	0.207805	>gi|21244402|ref|NP_643984.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3613	0.097341	>gi|21244403|ref|NP_643985.1| ribosomal small subunit pseudouridylate synthase [Xanthomonas axonopodis pv. citri str. 306]
3614	0.296432	>gi|21244404|ref|NP_643986.1| ribosomal RNA small subunit methyltransferase C [Xanthomonas axonopodis pv. citri str. 306]
3615	0.208126	>gi|21244405|ref|NP_643987.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3616	0.460923	>gi|21244406|ref|NP_643988.1| L-sorbosone dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
3617	0.296419	>gi|21244407|ref|NP_643989.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3618	0.128301	>gi|21244408|ref|NP_643990.1| sensor histidine kinase [Xanthomonas axonopodis pv. citri str. 306]
3619	0.360595	>gi|21244409|ref|NP_643991.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3620	0.343478	>gi|21244410|ref|NP_643992.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3621	0.125877	>gi|21244411|ref|NP_643993.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3622	0.153974	>gi|21244412|ref|NP_643994.1| alanine racemase [Xanthomonas axonopodis pv. citri str. 306]
3623	0.355467	>gi|21244413|ref|NP_643995.1| D-amino acid dehydrogenase subunit [Xanthomonas axonopodis pv. citri str. 306]
3624	0.122927	>gi|21244414|ref|NP_643996.1| leucine responsive regulatory protein [Xanthomonas axonopodis pv. citri str. 306]
3625	0.458330	>gi|21244415|ref|NP_643997.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3626	0.221827	>gi|21244416|ref|NP_643998.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3627	0.746769	>gi|21244417|ref|NP_643999.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3628	0.265072	>gi|21244418|ref|NP_644000.1| chemotaxis protein [Xanthomonas axonopodis pv. citri str. 306]
3629	0.612814	>gi|21244419|ref|NP_644001.1| chemotaxis MotB protein [Xanthomonas axonopodis pv. citri str. 306]
3630	0.429379	>gi|21244420|ref|NP_644002.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3631	0.101631	>gi|21244421|ref|NP_644003.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3632	0.107147	>gi|21244422|ref|NP_644004.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3633	0.202456	>gi|21244423|ref|NP_644005.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3634	0.219778	>gi|21244424|ref|NP_644006.1| ABC-2 type transporter [Xanthomonas axonopodis pv. citri str. 306]
3635	0.196503	>gi|21244425|ref|NP_644007.1| ABC transporter ATP-binding protein [Xanthomonas axonopodis pv. citri str. 306]
3636	0.147948	>gi|21244426|ref|NP_644008.1| Na+:H+ antiporter [Xanthomonas axonopodis pv. citri str. 306]
3637	0.246167	>gi|21244427|ref|NP_644009.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3638	0.724026	>gi|21244428|ref|NP_644010.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3639	0.109250	>gi|21244429|ref|NP_644011.1| DNA polymerase related protein [Xanthomonas axonopodis pv. citri str. 306]
3640	0.157360	>gi|21244430|ref|NP_644012.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3641	0.096127	>gi|21244431|ref|NP_644013.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3642	0.392216	>gi|21244432|ref|NP_644014.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3643	0.340140	>gi|21244433|ref|NP_644015.1| transcriptional regulator [Xanthomonas axonopodis pv. citri str. 306]
3644	0.844350	>gi|21244434|ref|NP_644016.1| tryptophan repressor binding protein [Xanthomonas axonopodis pv. citri str. 306]
3645	0.225033	>gi|21244435|ref|NP_644017.1| oxidoreductase [Xanthomonas axonopodis pv. citri str. 306]
3646	0.199737	>gi|21244436|ref|NP_644018.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3647	0.279548	>gi|21244437|ref|NP_644019.1| metallopeptidase [Xanthomonas axonopodis pv. citri str. 306]
3648	0.181476	>gi|21244439|ref|NP_644021.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3649	0.069996	>gi|21244440|ref|NP_644022.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3650	0.270738	>gi|21244441|ref|NP_644023.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3651	0.238771	>gi|21244442|ref|NP_644024.1| amino acid transporter [Xanthomonas axonopodis pv. citri str. 306]
3652	0.769007	>gi|21244443|ref|NP_644025.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3653	0.112498	>gi|21244444|ref|NP_644026.1| transcriptional regulator protein [Xanthomonas axonopodis pv. citri str. 306]
3654	0.324761	>gi|21244445|ref|NP_644027.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3655	0.338973	>gi|21244446|ref|NP_644028.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3656	0.232609	>gi|21244447|ref|NP_644029.1| D-amino acid oxidase [Xanthomonas axonopodis pv. citri str. 306]
3657	0.212679	>gi|21244448|ref|NP_644030.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3658	0.061924	>gi|21244449|ref|NP_644031.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3659	0.158607	>gi|21244450|ref|NP_644032.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3660	0.482170	>gi|21244451|ref|NP_644033.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3661	0.366922	>gi|21244452|ref|NP_644034.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3662	0.235199	>gi|21244453|ref|NP_644035.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3663	0.489708	>gi|21244454|ref|NP_644036.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3664	0.118592	>gi|21244455|ref|NP_644037.1| methyltransferase [Xanthomonas axonopodis pv. citri str. 306]
3665	0.159096	>gi|21244456|ref|NP_644038.1| regulatory protein [Xanthomonas axonopodis pv. citri str. 306]
3666	0.424461	>gi|21244457|ref|NP_644039.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3667	0.068580	>gi|21244458|ref|NP_644040.1| transcriptional regulator NtrC family [Xanthomonas axonopodis pv. citri str. 306]
3668	0.294082	>gi|21244459|ref|NP_644041.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3669	0.223873	>gi|21244460|ref|NP_644042.1| cyanide insensitive terminal oxidase [Xanthomonas axonopodis pv. citri str. 306]
3670	0.283112	>gi|21244461|ref|NP_644043.1| cyanide insensitive terminal oxidase [Xanthomonas axonopodis pv. citri str. 306]
3671	0.352615	>gi|21244462|ref|NP_644044.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3672	0.210599	>gi|21244463|ref|NP_644045.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3673	0.523893	>gi|21244464|ref|NP_644046.1| oxidoreductase [Xanthomonas axonopodis pv. citri str. 306]
3674	0.205086	>gi|21244465|ref|NP_644047.1| UDP-glucose 4-epimerase [Xanthomonas axonopodis pv. citri str. 306]
3675	0.098236	>gi|21244466|ref|NP_644048.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3676	0.284471	>gi|21244467|ref|NP_644049.1| UDP-galactopyranose mutase [Xanthomonas axonopodis pv. citri str. 306]
3677	0.297686	>gi|21244468|ref|NP_644050.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3678	0.292500	>gi|21244469|ref|NP_644051.1| ATP binding transporter 1 [Xanthomonas axonopodis pv. citri str. 306]
3679	0.227073	>gi|21244470|ref|NP_644052.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3680	0.427181	>gi|21244471|ref|NP_644053.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3681	0.089550	>gi|21244472|ref|NP_644054.1| Zn-dependent alcohol dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
3682	0.318014	>gi|21244473|ref|NP_644055.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3683	0.167774	>gi|21244474|ref|NP_644056.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3684	0.220834	>gi|21244475|ref|NP_644057.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3685	0.588832	>gi|21244476|ref|NP_644058.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3686	0.179063	>gi|21244477|ref|NP_644059.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3687	0.479937	>gi|21244478|ref|NP_644060.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3688	0.550454	>gi|21244479|ref|NP_644061.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3689	0.245731	>gi|21244480|ref|NP_644062.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3690	0.323562	>gi|21244481|ref|NP_644063.1| ferrichrome-iron receptor 3 [Xanthomonas axonopodis pv. citri str. 306]
3691	0.182958	>gi|21244482|ref|NP_644064.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3692	0.186247	>gi|21244483|ref|NP_644065.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3693	0.185412	>gi|21244484|ref|NP_644066.1| ABC transporter ATP-binding protein [Xanthomonas axonopodis pv. citri str. 306]
3694	0.099677	>gi|21244485|ref|NP_644067.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3695	0.389230	>gi|21244486|ref|NP_644068.1| transcriptional regulator [Xanthomonas axonopodis pv. citri str. 306]
3696	0.468856	>gi|21244487|ref|NP_644069.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3697	0.519915	>gi|21244488|ref|NP_644070.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3698	0.168172	>gi|21244489|ref|NP_644071.1| ISxac2 transposase [Xanthomonas axonopodis pv. citri str. 306]
3699	0.200100	>gi|21244490|ref|NP_644072.1| ISxac2 transposase [Xanthomonas axonopodis pv. citri str. 306]
3700	0.678585	>gi|21244491|ref|NP_644073.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3701	0.661173	>gi|21244492|ref|NP_644074.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3702	0.372709	>gi|21244493|ref|NP_644075.1| chemotaxis protein [Xanthomonas axonopodis pv. citri str. 306]
3703	0.622759	>gi|21244494|ref|NP_644076.1| endonuclease precursor [Xanthomonas axonopodis pv. citri str. 306]
3704	0.553743	>gi|21244495|ref|NP_644077.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3705	0.280007	>gi|21244496|ref|NP_644078.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3706	0.197768	>gi|21244497|ref|NP_644079.1| transcriptional regulator lysR family [Xanthomonas axonopodis pv. citri str. 306]
3707	0.260493	>gi|21244498|ref|NP_644080.1| acyl carrier phosphodiesterase-like protein [Xanthomonas axonopodis pv. citri str. 306]
3708	0.326315	>gi|21244499|ref|NP_644081.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3709	0.380251	>gi|21244500|ref|NP_644082.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3710	0.202291	>gi|21244501|ref|NP_644083.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3711	0.179332	>gi|21244502|ref|NP_644084.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3712	0.393969	>gi|21244503|ref|NP_644085.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3713	0.056851	>gi|21244504|ref|NP_644086.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3714	0.090989	>gi|21244505|ref|NP_644087.1| chloride channel [Xanthomonas axonopodis pv. citri str. 306]
3715	0.262720	>gi|21244506|ref|NP_644088.1| chloride channel [Xanthomonas axonopodis pv. citri str. 306]
3716	0.219296	>gi|21244507|ref|NP_644089.1| methionine aminopeptidase [Xanthomonas axonopodis pv. citri str. 306]
3717	0.510525	>gi|21244508|ref|NP_644090.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3718	0.525083	>gi|21244509|ref|NP_644091.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3719	0.147261	>gi|21244510|ref|NP_644092.1| integrase [Xanthomonas axonopodis pv. citri str. 306]
3720	0.335258	>gi|21244511|ref|NP_644093.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3721	0.050871	>gi|21244512|ref|NP_644094.1| RNA polymerase sigma-70 factor [Xanthomonas axonopodis pv. citri str. 306]
3722	0.250699	>gi|21244513|ref|NP_644095.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3723	0.248898	>gi|21244514|ref|NP_644096.1| lipid A biosynthesis lauroyl acyltransferase [Xanthomonas axonopodis pv. citri str. 306]
3724	0.264364	>gi|21244515|ref|NP_644097.1| phosphinothricin acetyltransferase [Xanthomonas axonopodis pv. citri str. 306]
3725	0.142688	>gi|21244516|ref|NP_644098.1| riboflavin biosynthesis protein [Xanthomonas axonopodis pv. citri str. 306]
3726	0.179034	>gi|21244517|ref|NP_644099.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3727	0.144318	>gi|21244518|ref|NP_644100.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3728	0.284042	>gi|21244519|ref|NP_644101.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3729	0.225154	>gi|21244520|ref|NP_644102.1| lipopolysaccharide core biosynthesis glycosyl transferase [Xanthomonas axonopodis pv. citri str. 306]
3730	0.233447	>gi|21244521|ref|NP_644103.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3731	0.140492	>gi|21244522|ref|NP_644104.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3732	0.186199	>gi|21244523|ref|NP_644105.1| Sun protein [Xanthomonas axonopodis pv. citri str. 306]
3733	0.179933	>gi|21244524|ref|NP_644106.1| 10-Formyltetrahydrofolate:L-methionyl-tRNA N-formyltransferase [Xanthomonas axonopodis pv. citri str. 306]
3734	0.110725	>gi|21244525|ref|NP_644107.1| polypeptide deformylase [Xanthomonas axonopodis pv. citri str. 306]
3735	0.317180	>gi|21244526|ref|NP_644108.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3736	0.155468	>gi|21244527|ref|NP_644109.1| DNA processing chain A [Xanthomonas axonopodis pv. citri str. 306]
3737	0.111159	>gi|21244528|ref|NP_644110.1| Smg protein [Xanthomonas axonopodis pv. citri str. 306]
3738	0.374787	>gi|21244529|ref|NP_644111.1| fimbrial protein [Xanthomonas axonopodis pv. citri str. 306]
3739	0.337973	>gi|21244530|ref|NP_644112.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3740	0.141684	>gi|21244531|ref|NP_644113.1| DNA topoisomerase I [Xanthomonas axonopodis pv. citri str. 306]
3741	0.103955	>gi|21244532|ref|NP_644114.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3742	0.294369	>gi|21244533|ref|NP_644115.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3743	0.676690	>gi|21244534|ref|NP_644116.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3744	0.209806	>gi|21244535|ref|NP_644117.1| tropinone reductase [Xanthomonas axonopodis pv. citri str. 306]
3745	0.644273	>gi|21244536|ref|NP_644118.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3746	0.182571	>gi|21244537|ref|NP_644119.1| protease IV [Xanthomonas axonopodis pv. citri str. 306]
3747	0.255005	>gi|21244538|ref|NP_644120.1| multidrug efflux protein [Xanthomonas axonopodis pv. citri str. 306]
3748	0.370776	>gi|21244539|ref|NP_644121.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3749	0.417409	>gi|21244540|ref|NP_644122.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3750	0.254939	>gi|21244541|ref|NP_644123.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3751	0.160903	>gi|21244542|ref|NP_644124.1| primosomal protein N' [Xanthomonas axonopodis pv. citri str. 306]
3752	0.400453	>gi|21244543|ref|NP_644125.1| glutathione S-transferase [Xanthomonas axonopodis pv. citri str. 306]
3753	0.268039	>gi|21244544|ref|NP_644126.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3754	0.353598	>gi|21244545|ref|NP_644127.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3755	0.274420	>gi|21244546|ref|NP_644128.1| NADH dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
3756	0.461217	>gi|21244547|ref|NP_644129.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3757	0.187823	>gi|21244548|ref|NP_644130.1| RNA polymerase sigma-32 factor [Xanthomonas axonopodis pv. citri str. 306]
3758	0.089923	>gi|21244549|ref|NP_644131.1| uracil-DNA glycosylase [Xanthomonas axonopodis pv. citri str. 306]
3759	0.122504	>gi|21244550|ref|NP_644132.1| response regulator protein [Xanthomonas axonopodis pv. citri str. 306]
3760	0.254374	>gi|21244551|ref|NP_644133.1| cell division protein [Xanthomonas axonopodis pv. citri str. 306]
3761	0.090722	>gi|21244552|ref|NP_644134.1| ABC transporter ATP-binding protein [Xanthomonas axonopodis pv. citri str. 306]
3762	0.238265	>gi|21244553|ref|NP_644135.1| ATP-dependent RNA helicase [Xanthomonas axonopodis pv. citri str. 306]
3763	0.408847	>gi|21244554|ref|NP_644136.1| thioredoxin [Xanthomonas axonopodis pv. citri str. 306]
3764	0.077272	>gi|21244555|ref|NP_644137.1| transcription termination factor Rho [Xanthomonas axonopodis pv. citri str. 306]
3765	0.070680	>gi|21244556|ref|NP_644138.1| isocitrate dehydrogenase kinase [Xanthomonas axonopodis pv. citri str. 306]
3766	0.252562	>gi|21244557|ref|NP_644139.1| B-lactamase regulatory protein [Xanthomonas axonopodis pv. citri str. 306]
3767	0.205507	>gi|21244558|ref|NP_644140.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3768	0.248715	>gi|21244559|ref|NP_644141.1| isocitrate dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
3769	0.158179	>gi|21244560|ref|NP_644142.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3770	0.107501	>gi|21244561|ref|NP_644143.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3771	0.180176	>gi|21244562|ref|NP_644144.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3772	0.195620	>gi|21244563|ref|NP_644145.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3773	0.352802	>gi|21244564|ref|NP_644146.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3774	0.122004	>gi|21244565|ref|NP_644147.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
3775	0.096803	>gi|21244566|ref|NP_644148.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
